gt,generated,psnr,ssim,lpips,loe
10105_00_30s.ARW,test_10105_08_0.1s.png,22.981936446587564,0.6068558,0.5859706401824951,197.51
10105_00_30s.ARW,test_10105_09_0.1s.png,23.095776206157787,0.610502,0.5865000486373901,197.2904
10106_00_30s.ARW,test_10106_00_0.1s.png,22.744209921787796,0.66080284,0.5702782273292542,230.2144
10106_00_30s.ARW,test_10106_01_0.1s.png,22.73385330467526,0.6600062,0.5722496509552002,240.3352
10106_00_30s.ARW,test_10106_02_0.1s.png,22.745481955941305,0.6607129,0.5719751119613647,230.8896
10106_00_30s.ARW,test_10106_03_0.1s.png,22.73987939635017,0.66036844,0.5704774260520935,229.4012
10106_00_30s.ARW,test_10106_04_0.1s.png,22.76774438601067,0.6595141,0.5709608793258667,229.8336
10106_00_30s.ARW,test_10106_05_0.1s.png,22.757689150745193,0.6594165,0.5702880024909973,232.2748
10106_00_30s.ARW,test_10106_06_0.1s.png,22.728990462397924,0.6594653,0.5722721815109253,229.8824
10106_00_30s.ARW,test_10106_07_0.1s.png,22.74610371647206,0.6598675,0.5706210136413574,230.5248
10106_00_30s.ARW,test_10106_08_0.1s.png,22.726590430807914,0.65974975,0.571969211101532,225.5448
10106_00_30s.ARW,test_10106_09_0.1s.png,22.74789427404428,0.66039985,0.5705921053886414,233.5604
10111_00_30s.ARW,test_10111_00_0.1s.png,26.274022749294108,0.6845305,0.4336282014846802,820.4736
10111_00_30s.ARW,test_10111_01_0.1s.png,26.30437706723442,0.6870915,0.4340600371360779,846.6288
10111_00_30s.ARW,test_10111_02_0.1s.png,26.32052602971774,0.6835027,0.4396924078464508,831.1576
10111_00_30s.ARW,test_10111_03_0.1s.png,26.411793831151154,0.6874768,0.43546661734580994,820.9516
10111_00_30s.ARW,test_10111_04_0.1s.png,26.310708802922612,0.6865454,0.43616044521331787,845.5684
10111_00_30s.ARW,test_10111_05_0.1s.png,26.315030844857034,0.6859021,0.43667420744895935,823.6532
10111_00_30s.ARW,test_10111_06_0.1s.png,26.29377439231121,0.6855097,0.4402374029159546,863.3592
10111_00_30s.ARW,test_10111_07_0.1s.png,26.328405296818353,0.68651146,0.4382919669151306,860.288
10111_00_30s.ARW,test_10111_08_0.1s.png,26.332493764260395,0.6865086,0.43400120735168457,839.6988
