gt,generated,psnr,ssim,lpips
10068_00_10s.ARW,test_10068_06_0.1s.png,23.086869979111565,0.89958,0.27736201882362366
10068_00_10s.ARW,test_10068_07_0.1s.png,23.061107646376563,0.89956063,0.2781171500682831
10068_00_10s.ARW,test_10068_08_0.1s.png,23.0477111885326,0.89952445,0.2780265808105469
10068_00_10s.ARW,test_10068_09_0.1s.png,23.038823884152826,0.8994536,0.27842989563941956
10069_00_10s.ARW,test_10069_00_0.04s.png,30.891190679807046,0.9245508,0.235577791929245
10069_00_10s.ARW,test_10069_00_0.1s.png,31.608376571090353,0.93807095,0.16502192616462708
10069_00_10s.ARW,test_10069_01_0.04s.png,31.024893055424833,0.9254791,0.23085248470306396
10069_00_10s.ARW,test_10069_01_0.1s.png,31.58592884942167,0.9383771,0.16373112797737122
10069_00_10s.ARW,test_10069_02_0.1s.png,31.537405717887165,0.9383572,0.16401958465576172
10069_00_10s.ARW,test_10069_03_0.1s.png,30.550111058155554,0.9309316,0.16821303963661194
10069_00_10s.ARW,test_10069_04_0.1s.png,31.50600083410182,0.93862134,0.1643957793712616
10069_00_10s.ARW,test_10069_05_0.1s.png,31.46714463068445,0.93850106,0.16445091366767883
10069_00_10s.ARW,test_10069_06_0.1s.png,31.4608220004078,0.9387005,0.1646876186132431
10069_00_10s.ARW,test_10069_07_0.1s.png,31.480317027374063,0.9387059,0.16403891146183014
10069_00_10s.ARW,test_10069_08_0.1s.png,31.469038191710826,0.9385149,0.16419193148612976
10069_00_10s.ARW,test_10069_09_0.1s.png,31.517824043095853,0.9385855,0.16437117755413055
10074_00_30s.ARW,test_10074_00_0.1s.png,24.130516287409947,0.73016405,0.5312981009483337
10074_00_30s.ARW,test_10074_01_0.1s.png,24.249859265078307,0.7301337,0.5290992856025696
10074_00_30s.ARW,test_10074_02_0.1s.png,24.179308275655703,0.7295889,0.5338554978370667
10074_00_30s.ARW,test_10074_03_0.1s.png,24.20034821912905,0.73017263,0.5324589014053345
10074_00_30s.ARW,test_10074_04_0.1s.png,24.10128790606486,0.73007894,0.5327027440071106
10074_00_30s.ARW,test_10074_05_0.1s.png,24.246372152432997,0.7300742,0.5320826768875122
10074_00_30s.ARW,test_10074_06_0.1s.png,24.15049408781185,0.72895235,0.5328640341758728
10074_00_30s.ARW,test_10074_07_0.1s.png,24.102737964563794,0.72884464,0.5321082472801208
10074_00_30s.ARW,test_10074_08_0.1s.png,24.223150761821866,0.7311468,0.5324668884277344
10074_00_30s.ARW,test_10074_09_0.1s.png,24.133089527317644,0.72864676,0.5329510569572449
10077_00_30s.ARW,test_10077_00_0.1s.png,22.75206473300652,0.6466884,0.5265954732894897
10077_00_30s.ARW,test_10077_01_0.1s.png,22.923820727860658,0.64750046,0.5238383412361145
10077_00_30s.ARW,test_10077_02_0.1s.png,22.783555842757252,0.6467066,0.5231776237487793
10077_00_30s.ARW,test_10077_03_0.1s.png,22.739204667980463,0.64572006,0.5260952711105347
10077_00_30s.ARW,test_10077_04_0.1s.png,22.681200692392753,0.6453333,0.5240762829780579
10077_00_30s.ARW,test_10077_05_0.1s.png,22.736108699101884,0.6461602,0.5245462656021118
10077_00_30s.ARW,test_10077_06_0.1s.png,22.709699054432313,0.6463353,0.5245257616043091
10077_00_30s.ARW,test_10077_07_0.1s.png,22.61415310783066,0.64399475,0.5257245302200317
10077_00_30s.ARW,test_10077_08_0.1s.png,22.582775508039383,0.6443508,0.5264679193496704
10077_00_30s.ARW,test_10077_09_0.1s.png,22.744622771773905,0.6448453,0.5244008302688599
